age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,capital_total,hours_age_ratio
62,3,13,2,4,0,4,1,0,2415,60,38,1,-2415,0.967741935483871
31,4,9,2,7,5,4,0,0,2415,40,38,1,-2415,1.2903225806451613
46,2,13,2,0,0,1,1,0,2415,35,29,1,-2415,0.7608695652173914
46,4,15,2,9,0,4,1,0,2415,80,38,1,-2415,1.7391304347826086
39,3,11,2,2,0,4,1,0,2415,40,38,1,-2415,1.0256410256410255
39,2,15,2,11,0,4,1,0,2415,99,38,1,-2415,2.5384615384615383
59,2,16,2,9,0,4,1,0,2415,45,38,1,-2415,0.7627118644067796
50,3,15,2,9,0,4,1,0,2415,60,38,1,-2415,1.2
46,2,16,2,9,0,4,1,0,2415,55,38,1,-2415,1.1956521739130435
53,4,13,2,3,0,4,1,0,2415,40,38,1,-2415,0.7547169811320755
50,4,15,2,9,0,4,1,0,2415,30,38,1,-2415,0.6
41,3,15,2,3,5,4,0,0,2415,55,38,1,-2415,1.3414634146341464
36,2,13,2,11,0,4,1,0,2415,45,38,1,-2415,1.25
38,2,15,2,9,0,4,1,0,2415,90,38,1,-2415,2.3684210526315788
54,2,10,2,11,0,4,1,0,2415,50,38,1,-2415,0.9259259259259259
50,2,13,2,3,5,4,0,0,2415,20,38,1,-2415,0.4
47,2,13,2,3,0,4,1,0,2415,60,38,1,-2415,1.2765957446808511
47,3,15,2,9,0,4,1,0,2415,45,38,1,-2415,0.9574468085106383
67,2,13,6,3,1,4,1,0,2392,40,38,1,-2392,0.5970149253731343
67,3,13,2,3,0,4,1,0,2392,75,38,1,-2392,1.1194029850746268
72,4,16,2,9,0,4,1,0,2392,25,38,1,-2392,0.3472222222222222
46,3,14,2,3,0,4,1,0,2392,50,38,1,-2392,1.0869565217391304
78,3,13,2,3,0,4,1,0,2392,40,38,1,-2392,0.5128205128205128
71,3,13,2,3,0,4,1,0,2392,60,38,1,-2392,0.8450704225352113
83,3,13,2,3,0,4,1,0,2392,55,38,1,-2392,0.6626506024096386
68,2,14,2,3,0,4,1,0,2392,40,38,1,-2392,0.5882352941176471
26,2,11,2,0,0,4,1,0,2377,45,38,0,-2377,1.7307692307692308
68,5,16,2,9,0,4,1,0,2377,60,38,1,-2377,0.8823529411764706
49,3,9,2,0,5,4,0,0,2377,40,38,1,-2377,0.8163265306122449
36,2,9,2,9,0,4,1,0,2377,60,38,0,-2377,1.6666666666666667
70,4,13,2,2,0,4,1,0,2377,12,38,1,-2377,0.17142857142857143
27,2,10,2,0,5,2,0,0,2377,20,38,0,-2377,0.7407407407407407
35,1,10,2,3,0,4,1,0,2377,40,38,0,-2377,1.1428571428571428
23,2,9,2,11,0,4,1,0,2377,40,38,0,-2377,1.7391304347826086
81,2,9,2,3,0,4,1,0,2377,26,38,1,-2377,0.32098765432098764
66,4,16,2,11,0,4,1,0,2377,25,38,1,-2377,0.3787878787878788
71,2,9,2,3,0,4,1,0,2377,45,38,1,-2377,0.6338028169014085
68,2,10,2,11,0,4,1,0,2377,55,38,1,-2377,0.8088235294117647
52,2,9,2,11,0,2,1,0,2377,40,38,0,-2377,0.7692307692307693
40,3,12,2,2,0,4,1,0,2377,50,38,0,-2377,1.25
21,2,10,2,3,0,4,1,0,2377,48,38,0,-2377,2.2857142857142856
35,2,9,2,2,0,4,1,0,2377,40,38,0,-2377,1.1428571428571428
70,3,13,2,3,0,4,1,0,2377,50,38,1,-2377,0.7142857142857143
61,4,9,2,4,0,4,1,0,2352,50,38,0,-2352,0.819672131147541
65,3,9,2,4,0,4,1,0,2352,65,38,0,-2352,1.0
46,2,3,0,2,1,4,0,0,2339,45,38,0,-2339,0.9782608695652174
26,1,13,4,9,1,4,1,0,2339,55,38,0,-2339,2.1153846153846154
59,1,9,6,4,4,4,1,0,2339,40,38,0,-2339,0.6779661016949152
61,2,3,4,5,1,2,1,0,2339,40,38,0,-2339,0.6557377049180327
60,5,13,0,9,1,4,0,0,2339,40,38,0,-2339,0.6666666666666666
49,3,10,0,3,1,4,1,0,2339,50,38,0,-2339,1.0204081632653061
25,2,13,4,9,3,4,0,0,2339,35,38,0,-2339,1.4
59,1,9,5,10,2,2,0,0,2339,40,38,0,-2339,0.6779661016949152
28,5,10,5,3,3,4,1,0,2339,40,38,0,-2339,1.4285714285714286
56,4,14,0,11,4,4,0,0,2339,60,38,0,-2339,1.0714285714285714
41,2,9,0,2,1,4,1,0,2339,40,38,0,-2339,0.975609756097561
42,2,9,4,0,2,2,0,0,2339,40,37,0,-2339,0.9523809523809523
28,2,15,4,9,1,4,1,0,2339,40,1,0,-2339,1.4285714285714286
40,4,15,0,7,1,4,0,0,2339,35,38,0,-2339,0.875
69,2,13,6,9,1,4,1,0,2282,40,38,1,-2282,0.5797101449275363
66,1,9,2,2,0,4,1,0,2267,40,38,0,-2267,0.6060606060606061
69,2,3,2,6,0,4,1,0,2267,40,38,0,-2267,0.5797101449275363
55,1,14,2,9,5,4,0,0,2267,40,38,0,-2267,0.7272727272727273
57,0,9,4,0,1,4,1,0,2258,40,38,0,-2258,0.7017543859649122
20,4,10,4,4,3,4,1,0,2258,10,38,0,-2258,0.5
33,2,9,0,2,1,4,1,0,2258,84,38,0,-2258,2.5454545454545454
30,4,10,4,11,2,1,1,0,2258,40,34,0,-2258,1.3333333333333333
40,2,13,4,12,1,1,0,0,2258,48,29,0,-2258,1.2
38,2,10,5,6,1,4,1,0,2258,55,38,1,-2258,1.4473684210526316
46,5,12,0,0,4,4,1,0,2258,38,38,1,-2258,0.8260869565217391
29,2,13,4,3,1,4,0,0,2258,45,38,1,-2258,1.5517241379310345
57,0,13,4,0,1,4,1,0,2258,40,38,0,-2258,0.7017543859649122
39,2,9,4,2,3,4,1,0,2258,42,38,1,-2258,1.0769230769230769
47,2,13,0,3,1,4,1,0,2258,40,38,1,-2258,0.851063829787234
26,2,13,4,3,1,4,1,0,2258,45,38,1,-2258,1.7307692307692308
27,4,9,4,2,1,4,1,0,2258,50,38,0,-2258,1.8518518518518519
23,2,13,4,9,3,4,0,0,2258,40,38,1,-2258,1.7391304347826086
34,2,14,4,9,1,4,1,0,2258,50,38,0,-2258,1.4705882352941178
33,2,8,0,2,1,4,1,0,2258,42,38,0,-2258,1.2727272727272727
38,1,14,4,9,1,4,0,0,2258,60,38,0,-2258,1.5789473684210527
57,2,10,6,0,4,4,0,0,2258,38,38,1,-2258,0.6666666666666666
36,2,9,4,3,1,4,1,0,2258,70,38,0,-2258,1.9444444444444444
44,0,13,0,12,1,4,1,0,2258,40,38,1,-2258,0.9090909090909091
49,5,16,4,3,1,4,0,0,2258,50,38,1,-2258,1.0204081632653061
44,3,10,4,11,1,4,1,0,2258,60,38,0,-2258,1.3636363636363635
55,2,10,6,4,1,4,1,0,2258,62,38,1,-2258,1.1272727272727272
45,2,9,0,4,1,4,1,0,2258,44,38,1,-2258,0.9777777777777777
48,2,9,0,3,1,4,0,0,2258,40,38,1,-2258,0.8333333333333334
31,2,13,2,3,0,4,1,0,2246,45,38,1,-2246,1.4516129032258065
55,1,9,2,9,2,4,0,0,2246,40,38,1,-2246,0.7272727272727273
70,4,10,2,3,0,4,1,0,2246,40,38,1,-2246,0.5714285714285714
70,4,14,2,3,0,4,1,0,2246,8,38,1,-2246,0.11428571428571428
73,2,13,2,9,0,4,1,0,2246,40,38,1,-2246,0.547945205479452
72,4,15,2,9,0,4,1,0,2246,28,38,1,-2246,0.3888888888888889
31,2,9,5,6,4,4,0,0,2238,40,38,0,-2238,1.2903225806451613
28,2,6,6,0,4,4,0,0,2238,35,38,0,-2238,1.25
23,4,13,4,0,3,4,1,0,2231,40,38,1,-2231,1.7391304347826086
49,1,5,6,5,4,4,1,0,2231,40,38,1,-2231,0.8163265306122449
27,1,10,4,10,1,4,1,0,2231,40,38,1,-2231,1.4814814814814814
90,2,9,4,7,1,2,1,0,2206,40,38,0,-2206,0.4444444444444444
68,2,9,6,0,1,4,0,0,2206,30,38,0,-2206,0.4411764705882353
65,2,9,0,0,4,4,0,0,2206,59,1,0,-2206,0.9076923076923077
67,2,13,0,3,1,4,0,0,2206,5,38,0,-2206,0.07462686567164178
66,1,13,6,9,1,2,0,0,2206,25,38,0,-2206,0.3787878787878788
24,2,10,4,0,1,4,1,0,2205,24,38,0,-2205,1.0
44,4,10,0,6,1,4,1,0,2205,35,38,0,-2205,0.7954545454545454
35,2,10,4,0,3,4,0,0,2205,40,38,0,-2205,1.1428571428571428
20,2,12,4,7,3,4,0,0,2205,18,38,0,-2205,0.9
38,2,9,0,2,1,4,1,0,2205,40,38,0,-2205,1.0526315789473684
39,2,10,4,7,3,2,0,0,2205,40,38,0,-2205,1.0256410256410255
32,2,10,4,6,2,4,0,0,2205,40,14,0,-2205,1.25
42,2,4,4,5,1,2,1,0,2205,40,38,0,-2205,0.9523809523809523
42,3,14,0,3,4,1,1,0,2201,60,18,1,-2201,1.4285714285714286
64,2,7,2,2,0,4,1,0,2179,40,38,0,-2179,0.625
28,2,4,2,5,0,3,1,0,2179,40,32,0,-2179,1.4285714285714286
41,3,11,2,11,0,3,1,0,2179,84,25,0,-2179,2.048780487804878
41,4,4,2,2,0,4,1,0,2179,40,38,0,-2179,0.975609756097561
58,4,2,2,13,0,4,1,0,2179,18,38,0,-2179,0.3103448275862069
59,5,10,2,3,0,4,1,0,2179,40,38,0,-2179,0.6779661016949152
34,4,9,2,4,5,4,0,0,2179,12,38,0,-2179,0.35294117647058826
45,2,9,2,13,0,4,1,0,2179,45,38,0,-2179,1.0
29,2,9,2,0,5,4,0,0,2179,40,38,0,-2179,1.3793103448275863
47,2,6,2,11,0,4,1,0,2179,52,38,0,-2179,1.1063829787234043
40,2,10,2,6,0,4,1,0,2179,40,38,0,-2179,1.0
47,4,3,2,11,0,4,1,0,2179,50,25,0,-2179,1.0638297872340425
41,4,9,2,5,0,4,1,0,2179,40,38,0,-2179,0.975609756097561
34,2,10,2,13,0,2,1,0,2179,40,38,0,-2179,1.1764705882352942
65,4,10,2,3,0,4,1,0,2174,10,38,1,-2174,0.15384615384615385
70,2,9,2,5,0,4,1,0,2174,40,38,1,-2174,0.5714285714285714
75,4,15,2,9,0,4,1,0,2174,50,38,1,-2174,0.6666666666666666
65,5,9,2,0,0,4,1,0,2174,40,38,1,-2174,0.6153846153846154
65,0,10,2,3,0,2,1,0,2174,40,38,1,-2174,0.6153846153846154
73,2,10,2,9,0,4,1,0,2174,50,38,1,-2174,0.684931506849315
68,4,11,2,9,0,4,1,0,2149,40,38,0,-2149,0.5882352941176471
74,4,9,2,11,0,4,1,0,2149,20,38,0,-2149,0.2702702702702703
19,4,7,2,2,3,4,1,0,2129,55,38,0,-2129,2.8947368421052633
37,4,9,2,2,0,4,1,0,2129,40,38,0,-2129,1.0810810810810811
45,0,12,0,0,4,1,1,0,2080,40,29,0,-2080,0.8888888888888888
64,2,14,2,9,0,1,1,0,2057,60,2,0,-2057,0.9375
30,2,9,2,13,0,4,1,0,2057,40,38,0,-2057,1.3333333333333333
51,4,10,2,9,5,4,0,0,2057,60,1,0,-2057,1.1764705882352942
35,2,7,2,2,0,4,1,0,2057,40,38,0,-2057,1.1428571428571428
29,2,9,2,0,5,4,0,0,2057,20,38,0,-2057,0.6896551724137931
34,2,10,2,0,5,4,0,0,2057,40,38,0,-2057,1.1764705882352942
41,2,9,2,2,0,4,1,0,2051,60,38,0,-2051,1.4634146341463414
35,2,10,2,2,0,4,1,0,2051,45,38,0,-2051,1.2857142857142858
26,2,10,2,0,0,4,1,0,2051,40,38,0,-2051,1.5384615384615385
54,2,9,2,13,0,4,1,0,2051,50,38,0,-2051,0.9259259259259259
52,1,9,2,2,0,4,1,0,2051,40,38,0,-2051,0.7692307692307693
50,4,9,2,4,0,4,1,0,2051,20,38,0,-2051,0.4
31,2,10,2,0,0,4,1,0,2051,40,38,0,-2051,1.2903225806451613
38,0,9,2,13,0,4,1,0,2051,40,38,0,-2051,1.0526315789473684
30,2,10,2,2,0,4,1,0,2051,40,38,0,-2051,1.3333333333333333
34,1,13,2,9,0,4,1,0,2051,40,38,0,-2051,1.1764705882352942
31,2,10,2,11,0,4,1,0,2051,57,38,0,-2051,1.8387096774193548
52,2,9,2,6,0,4,1,0,2051,38,38,0,-2051,0.7307692307692307
54,2,9,2,2,0,4,1,0,2051,40,38,0,-2051,0.7407407407407407
38,2,9,2,2,0,4,1,0,2051,44,38,0,-2051,1.1578947368421053
39,2,9,2,6,0,4,1,0,2051,40,38,0,-2051,1.0256410256410255
29,2,11,2,12,0,4,1,0,2051,40,38,0,-2051,1.3793103448275863
45,2,9,2,2,0,4,1,0,2051,40,38,0,-2051,0.8888888888888888
34,2,9,2,13,0,4,1,0,2051,55,38,0,-2051,1.6176470588235294
38,2,9,2,2,0,4,1,0,2051,40,30,0,-2051,1.0526315789473684
39,2,6,2,2,0,4,1,0,2051,40,38,0,-2051,1.0256410256410255
61,2,9,2,2,0,4,1,0,2051,20,38,0,-2051,0.32786885245901637
43,2,7,2,13,0,4,1,0,2042,40,38,0,-2042,0.9302325581395349
35,2,10,2,5,0,4,1,0,2042,40,38,0,-2042,1.1428571428571428
46,2,10,2,11,0,4,1,0,2042,50,38,0,-2042,1.0869565217391304
38,2,9,2,5,0,4,1,0,2042,40,38,0,-2042,1.0526315789473684
42,4,9,2,2,0,4,1,0,2042,48,38,0,-2042,1.1428571428571428
34,2,12,2,12,0,4,1,0,2042,10,38,0,-2042,0.29411764705882354
29,2,4,2,4,0,4,1,0,2042,40,38,0,-2042,1.3793103448275863
32,2,7,2,2,0,4,1,0,2042,30,38,0,-2042,0.9375
60,2,9,2,10,0,4,1,0,2042,34,38,0,-2042,0.5666666666666667
49,1,9,2,2,0,4,1,0,2002,40,38,0,-2002,0.8163265306122449
53,1,9,2,7,0,4,1,0,2002,45,38,0,-2002,0.8490566037735849
56,2,4,2,5,0,4,1,0,2002,40,38,0,-2002,0.7142857142857143
48,2,7,2,13,0,4,1,0,2002,40,38,0,-2002,0.8333333333333334
32,0,13,2,9,0,1,1,0,2002,40,19,0,-2002,1.25
42,4,9,2,2,0,4,1,0,2002,40,38,0,-2002,0.9523809523809523
32,2,12,2,9,0,4,1,0,2002,42,38,0,-2002,1.3125
28,1,12,2,10,0,4,1,0,2002,40,8,0,-2002,1.4285714285714286
26,2,11,2,2,0,4,1,0,2002,40,38,0,-2002,1.5384615384615385
59,2,13,2,3,0,4,1,0,2002,50,38,0,-2002,0.847457627118644
47,4,13,2,9,0,4,1,0,2002,30,38,0,-2002,0.6382978723404256
41,2,9,2,2,0,4,1,0,2002,60,38,0,-2002,1.4634146341463414
36,2,9,2,2,3,4,0,0,2002,40,38,0,-2002,1.1111111111111112
45,2,13,2,11,0,4,1,0,2002,55,38,0,-2002,1.2222222222222223
30,2,12,2,9,0,4,1,0,2002,40,38,0,-2002,1.3333333333333333
36,2,9,2,13,0,4,1,0,2002,40,38,0,-2002,1.1111111111111112
34,3,9,2,3,0,4,1,0,2002,40,38,0,-2002,1.1764705882352942
53,2,9,2,13,0,4,1,0,2002,40,38,0,-2002,0.7547169811320755
51,2,9,2,11,0,4,1,0,2002,45,38,0,-2002,0.8823529411764706
47,4,16,2,13,0,4,1,0,2002,45,38,0,-2002,0.9574468085106383
30,2,9,4,0,4,4,1,0,2001,42,38,0,-2001,1.4
20,2,9,4,7,4,4,1,0,2001,40,38,0,-2001,2.0
42,0,14,0,0,1,4,1,0,2001,60,38,0,-2001,1.4285714285714286
31,2,7,4,2,1,4,1,0,2001,40,38,0,-2001,1.2903225806451613
33,2,13,4,5,1,4,1,0,2001,40,38,0,-2001,1.2121212121212122
25,2,12,4,12,1,4,0,0,2001,30,38,0,-2001,1.2
20,2,9,4,7,1,4,1,0,2001,40,38,0,-2001,2.0
23,2,9,4,0,3,2,1,0,2001,40,38,0,-2001,1.7391304347826086
41,4,10,0,2,1,4,1,0,2001,50,38,0,-2001,1.2195121951219512
54,4,9,6,2,1,4,1,0,2001,35,38,0,-2001,0.6481481481481481
25,2,9,4,2,1,4,1,0,2001,50,38,0,-2001,2.0
19,2,10,4,0,3,4,0,0,2001,40,38,0,-2001,2.1052631578947367
24,2,9,4,0,1,4,0,0,2001,37,38,0,-2001,1.5416666666666667
56,0,13,4,13,1,2,1,0,2001,65,38,0,-2001,1.1607142857142858
21,1,10,4,7,1,4,0,0,2001,40,38,0,-2001,1.9047619047619047
34,2,9,4,6,1,2,1,0,2001,40,38,0,-2001,1.1764705882352942
19,2,9,4,0,3,4,1,0,2001,40,38,0,-2001,2.1052631578947367
48,2,9,5,0,1,4,0,0,2001,40,38,0,-2001,0.8333333333333334
34,2,13,4,7,1,4,1,0,2001,40,38,0,-2001,1.1764705882352942
31,2,9,4,4,1,4,1,0,2001,40,38,0,-2001,1.2903225806451613
36,2,9,4,7,1,2,0,0,2001,40,38,0,-2001,1.1111111111111112
27,2,9,4,7,1,4,1,0,1980,40,38,0,-1980,1.4814814814814814
27,2,10,4,2,3,1,1,0,1980,40,29,0,-1980,1.4814814814814814
35,2,13,0,11,1,4,0,0,1980,65,38,0,-1980,1.8571428571428572
31,4,13,3,3,1,4,1,0,1980,60,38,0,-1980,1.935483870967742
27,0,9,4,2,1,2,1,0,1980,40,38,0,-1980,1.4814814814814814
28,1,12,4,0,1,4,0,0,1980,40,38,0,-1980,1.4285714285714286
42,2,9,0,13,1,4,1,0,1980,46,38,0,-1980,1.0952380952380953
44,2,10,5,3,1,4,1,0,1980,45,8,0,-1980,1.0227272727272727
41,2,13,0,11,1,4,1,0,1980,56,38,0,-1980,1.3658536585365855
28,2,13,4,12,1,4,0,0,1980,35,38,0,-1980,1.25
41,0,9,4,0,1,4,0,0,1980,40,38,0,-1980,0.975609756097561
35,2,6,6,7,1,2,0,0,1980,40,38,0,-1980,1.1428571428571428
58,2,14,0,0,1,4,0,0,1980,45,38,0,-1980,0.7758620689655172
40,2,9,0,6,1,4,1,0,1980,48,38,0,-1980,1.2
31,2,11,4,13,3,4,1,0,1980,60,38,0,-1980,1.935483870967742
30,2,9,4,11,1,4,0,0,1980,40,38,0,-1980,1.3333333333333333
32,2,10,5,12,1,0,1,0,1980,40,38,0,-1980,1.25
25,2,10,4,0,1,4,1,0,1980,40,38,0,-1980,1.6
34,2,9,4,13,3,4,1,0,1980,40,38,0,-1980,1.1764705882352942
56,2,10,0,3,1,4,0,0,1980,40,38,0,-1980,0.7142857142857143
45,2,9,0,7,1,4,1,0,1980,40,38,0,-1980,0.8888888888888888
50,2,9,4,0,1,4,1,0,1980,40,38,0,-1980,0.8
27,2,6,4,11,2,4,1,0,1980,40,38,0,-1980,1.4814814814814814
51,2,10,2,11,0,4,1,0,1977,40,38,1,-1977,0.7843137254901961
40,2,12,2,12,0,4,1,0,1977,60,38,1,-1977,1.5
41,2,14,2,3,0,4,1,0,1977,65,38,1,-1977,1.5853658536585367
49,2,14,2,3,0,4,1,0,1977,45,38,1,-1977,0.9183673469387755
37,2,11,2,2,0,4,1,0,1977,40,38,1,-1977,1.0810810810810811
36,3,13,2,3,5,4,0,0,1977,45,38,1,-1977,1.25
35,2,15,2,9,0,4,1,0,1977,80,38,1,-1977,2.2857142857142856
29,3,9,2,11,5,4,0,0,1977,25,38,1,-1977,0.8620689655172413
50,2,13,2,9,5,4,0,0,1977,40,38,1,-1977,0.8
46,2,13,2,11,0,4,1,0,1977,40,38,1,-1977,0.8695652173913043
44,4,9,2,3,0,4,1,0,1977,45,38,1,-1977,1.0227272727272727
42,1,14,2,3,0,4,1,0,1977,40,38,1,-1977,0.9523809523809523
38,0,15,2,9,0,4,1,0,1977,50,38,1,-1977,1.3157894736842106
45,2,13,2,3,0,4,1,0,1977,55,38,1,-1977,1.2222222222222223
43,1,14,2,3,0,4,1,0,1977,60,38,1,-1977,1.3953488372093024
47,3,15,2,9,0,4,1,0,1977,60,38,1,-1977,1.2765957446808511
58,3,15,2,9,0,4,1,0,1977,50,38,1,-1977,0.8620689655172413
48,2,15,2,12,0,4,1,0,1977,40,38,1,-1977,0.8333333333333334
42,1,13,2,3,0,4,1,0,1977,48,38,1,-1977,1.1428571428571428
55,2,14,2,3,0,4,1,0,1977,50,38,1,-1977,0.9090909090909091
51,2,6,2,11,0,4,1,0,1977,40,38,1,-1977,0.7843137254901961
32,2,14,2,3,0,2,1,0,1977,40,38,1,-1977,1.25
45,1,13,2,3,0,4,1,0,1977,50,38,1,-1977,1.1111111111111112
56,2,14,2,2,0,4,1,0,1977,44,38,1,-1977,0.7857142857142857
38,2,14,2,3,0,4,1,0,1977,60,38,1,-1977,1.5789473684210527
45,2,11,2,11,0,4,1,0,1977,50,38,1,-1977,1.1111111111111112
49,2,14,2,9,5,4,0,0,1977,40,38,1,-1977,0.8163265306122449
36,2,9,2,9,0,4,1,0,1977,40,38,1,-1977,1.1111111111111112
49,2,14,2,3,0,4,1,0,1977,40,38,1,-1977,0.8163265306122449
30,2,16,2,9,0,1,1,0,1977,40,2,1,-1977,1.3333333333333333
42,3,15,2,9,0,4,1,0,1977,50,38,1,-1977,1.1904761904761905
55,2,14,2,3,0,4,1,0,1977,40,38,1,-1977,0.7272727272727273
34,2,13,2,3,0,4,1,0,1977,45,38,1,-1977,1.3235294117647058
54,2,16,2,9,0,4,1,0,1977,50,38,1,-1977,0.9259259259259259
